3, 0.000077
4, 0.000072
6, 0.000174
8, 0.000182
10, 0.000290
12, 0.000398
14, 0.000654
16, 0.000624
18, 0.001290
20, 0.001227
22, 0.001971
24, 0.001475
26, 0.001846
28, 0.002120
30, 0.002336
32, 0.002700
34, 0.003071
36, 0.004443
38, 0.004854
40, 0.004686
44, 0.004515
48, 0.006574
50, 0.006516
52, 0.006458
54, 0.007757
56, 0.007624
58, 0.009741
60, 0.010497
62, 0.009959
64, 0.011284
66, 0.011982
68, 0.011692
70, 0.013606
75, 0.015353
80, 0.017518
85, 0.022403
90, 0.024205
95, 0.025668
100, 0.030610
110, 0.035576
120, 0.043829
130, 0.060681
140, 0.067457
150, 0.073546
160, 0.091173
180, 0.102190
190, 0.133356
200, 0.140912
210, 0.148058
220, 0.167479
230, 0.181965
240, 0.187559
250, 0.212314
260, 0.236100
280, 0.264030
290, 0.278494
300, 0.327151
320, 0.379344
340, 0.411414
360, 0.488133
380, 0.544799
400, 0.578424
450, 0.765646
500, 0.899340
