3, 0.000156
4, 0.000209
6, 0.000387
8, 0.000732
10, 0.001356
12, 0.002261
14, 0.003309
16, 0.008271
18, 0.006178
20, 0.014807
22, 0.012719
24, 0.012938
26, 0.015707
28, 0.025095
30, 0.022763
32, 0.030533
34, 0.031273
36, 0.034567
38, 0.039564
40, 0.043910
44, 0.056335
48, 0.071554
50, 0.079974
52, 0.086873
54, 0.102855
56, 0.102729
58, 0.120476
60, 0.128732
62, 0.132825
64, 0.156272
66, 0.153037
68, 0.167134
70, 0.177642
75, 0.209958
80, 0.253133
85, 0.285491
90, 0.337329
95, 0.380827
100, 0.429608
110, 0.551965
120, 0.672927
130, 0.814444
140, 0.961422
150, 1.170448
160, 1.350098
180, 1.757857
190, 2.017724
200, 2.295311
210, 2.575609
220, 2.890187
230, 3.213954
240, 3.549002
250, 3.585010
260, 3.986908
280, 4.730048
290, 5.207756
300, 5.611805
320, 6.626915
340, 7.587431
360, 3.774036
380, 4.358773
400, 4.968914
450, 6.571641
500, 3.727623
