3, 0.000033
4, 0.000057
6, 0.000023
8, 0.000038
10, 0.000062
12, 0.000082
14, 0.000103
16, 0.000155
18, 0.000163
20, 0.000226
22, 0.000524
24, 0.000333
26, 0.000344
28, 0.000420
30, 0.000442
32, 0.000522
34, 0.000597
36, 0.000675
38, 0.000736
40, 0.001227
44, 0.001022
48, 0.001483
50, 0.001594
52, 0.002096
54, 0.001879
56, 0.002109
58, 0.002649
60, 0.004060
62, 0.002852
64, 0.004270
66, 0.004908
68, 0.009232
70, 0.011721
75, 0.010113
80, 0.012999
85, 0.009608
90, 0.010186
95, 0.012456
100, 0.013137
110, 0.014886
120, 0.019338
130, 0.027583
140, 0.029984
150, 0.035193
160, 0.047395
180, 0.052111
190, 0.066461
200, 0.069751
210, 0.076753
220, 0.092238
230, 0.094887
240, 0.108836
250, 0.119690
260, 0.130732
280, 0.169337
290, 0.166778
300, 0.181188
320, 0.226448
340, 0.248417
360, 0.267051
380, 0.297538
400, 0.370856
450, 0.441179
500, 0.593540
