3, 0.000018
4, 0.000019
6, 0.000038
8, 0.000036
10, 0.000045
12, 0.000061
14, 0.000185
16, 0.000233
18, 0.000260
20, 0.000247
22, 0.000470
24, 0.000418
26, 0.000262
28, 0.000287
30, 0.000465
32, 0.000394
34, 0.000433
36, 0.000752
38, 0.000551
40, 0.001057
44, 0.000815
48, 0.000817
50, 0.000875
52, 0.002095
54, 0.003180
56, 0.001999
58, 0.002009
60, 0.001813
62, 0.003584
64, 0.002613
66, 0.002460
68, 0.003680
70, 0.005036
75, 0.005235
80, 0.009175
85, 0.005801
90, 0.008651
95, 0.012080
100, 0.014358
110, 0.018156
120, 0.018681
130, 0.025251
140, 0.027407
150, 0.038390
160, 0.040144
180, 0.059313
190, 0.064795
200, 0.073815
210, 0.082731
220, 0.081514
230, 0.088776
240, 0.090612
250, 0.099615
260, 0.120084
280, 0.167521
290, 0.152547
300, 0.171243
320, 0.185298
340, 0.211860
360, 0.229390
380, 0.282502
400, 0.268467
450, 0.375882
500, 0.445946
