3, 0.000090
4, 0.000125
6, 0.000114
8, 0.000163
10, 0.000253
12, 0.000406
14, 0.000594
16, 0.000802
18, 0.001107
20, 0.001898
22, 0.002295
24, 0.003778
26, 0.003085
28, 0.003506
30, 0.004574
32, 0.004280
34, 0.010047
36, 0.005977
38, 0.006383
40, 0.006896
44, 0.009046
48, 0.012387
50, 0.011817
52, 0.019123
54, 0.021410
56, 0.017527
58, 0.024948
60, 0.028756
62, 0.029961
64, 0.032938
66, 0.028218
68, 0.027395
70, 0.028177
75, 0.036669
80, 0.044202
85, 0.047768
90, 0.059785
95, 0.073615
100, 0.081275
110, 0.101530
120, 0.130000
130, 0.164277
140, 0.203099
150, 0.222787
160, 0.281355
180, 0.363642
190, 0.421034
200, 0.486696
210, 0.542254
220, 0.631320
230, 0.708673
240, 0.781444
250, 0.882922
260, 0.979982
280, 1.208886
290, 1.299843
300, 1.416397
320, 1.695450
340, 2.010936
360, 2.308998
380, 2.688493
400, 3.102714
450, 4.205734
500, 5.466783
