3, 0.000000
4, 0.002113
6, 0.000000
8, 0.000000
10, 0.002324
12, 0.000000
14, 0.002466
16, 0.002247
18, 0.000000
20, 0.000000
22, 0.000000
24, 0.002839
26, 0.002882
28, 0.003091
30, 0.000000
32, 0.003510
34, 0.003521
36, 0.003695
38, 0.003713
40, 0.005312
44, 0.006595
48, 0.008371
50, 0.005353
52, 0.005490
54, 0.005672
56, 0.006003
58, 0.006166
60, 0.007084
62, 0.007282
64, 0.007370
66, 0.008461
68, 0.008967
70, 0.008895
75, 0.010377
80, 0.011669
85, 0.008380
90, 0.015189
95, 0.018180
100, 0.008873
110, 0.017029
120, 0.022615
130, 0.034035
140, 0.039250
150, 0.047880
160, 0.042034
180, 0.060852
190, 0.063758
200, 0.089150
210, 0.078466
220, 0.089565
230, 0.086480
240, 0.105907
250, 0.118531
260, 0.126384
280, 0.138106
290, 0.164612
300, 0.171953
320, 0.188115
340, 0.220479
360, 0.263948
380, 0.260214
400, 0.315611
450, 0.388903
500, 0.472365
