3, 0.000067
4, 0.000075
6, 0.000159
8, 0.000261
10, 0.000403
12, 0.000691
14, 0.000783
16, 0.001049
18, 0.001683
20, 0.003922
22, 0.005182
24, 0.002393
26, 0.003456
28, 0.004537
30, 0.006431
32, 0.004615
34, 0.004478
36, 0.005171
38, 0.010372
40, 0.011053
44, 0.008008
48, 0.015003
50, 0.011015
52, 0.011873
54, 0.015161
56, 0.014387
58, 0.014999
60, 0.016707
62, 0.018178
64, 0.018150
66, 0.020965
68, 0.031741
70, 0.024172
75, 0.026506
80, 0.033604
85, 0.034222
90, 0.039090
95, 0.045041
100, 0.047921
110, 0.062734
120, 0.077317
130, 0.091644
140, 0.100898
150, 0.115617
160, 0.143205
180, 0.173542
190, 0.191053
200, 0.206925
210, 0.247283
220, 0.288227
230, 0.290538
240, 0.315431
250, 0.347338
260, 0.367345
280, 0.454726
290, 0.484439
300, 0.498167
320, 0.675372
340, 0.726775
360, 0.765377
380, 0.832691
400, 1.017917
450, 1.256410
500, 1.683760
