3, 0.000000
4, 0.000000
6, 0.002782
8, 0.003006
10, 0.002703
12, 0.000000
14, 0.004178
16, 0.004629
18, 0.004725
20, 0.002530
22, 0.005762
24, 0.003621
26, 0.003838
28, 0.009312
30, 0.008993
32, 0.011336
34, 0.009107
36, 0.011810
38, 0.017437
40, 0.023144
44, 0.031580
48, 0.032039
50, 0.033126
52, 0.040397
54, 0.041027
56, 0.057575
58, 0.059677
60, 0.061821
62, 0.072910
64, 0.081764
66, 0.097641
68, 0.108957
70, 0.109331
75, 0.148228
80, 0.195620
85, 0.230871
90, 0.281389
95, 0.352174
100, 0.520238
110, 0.617527
120, 0.842022
130, 1.141356
140, 1.540900
150, 3.193002
160, 2.635308
180, 4.178623
190, 5.418630
200, 6.754786
210, 14.406861
220, 14.169437
230, 25.876845
240, 36.249628
250, 35.824036
260, 31.986219
280, 91.796267
290, 172.586844
