3, 0.002807
4, 0.002570
6, 0.000000
8, 0.000000
10, 0.000000
12, 0.002712
14, 0.003133
16, 0.000000
18, 0.004195
20, 0.003735
22, 0.004561
24, 0.000000
26, 0.003989
28, 0.004562
30, 0.004985
32, 0.004863
34, 0.005018
36, 0.007385
38, 0.007525
40, 0.007249
44, 0.006544
48, 0.009414
50, 0.005706
52, 0.009171
54, 0.006564
56, 0.009661
58, 0.008233
60, 0.013101
62, 0.012049
64, 0.010397
66, 0.014006
68, 0.014152
70, 0.016257
75, 0.017682
80, 0.016201
85, 0.020291
90, 0.027377
95, 0.027589
100, 0.034025
110, 0.033471
120, 0.041961
130, 0.063743
140, 0.069275
150, 0.059503
160, 0.084924
180, 0.096095
190, 0.127192
200, 0.134848
210, 0.150381
220, 0.161268
230, 0.175611
240, 0.189308
250, 0.209838
260, 0.231965
280, 0.265526
290, 0.264012
300, 0.316947
320, 0.360740
340, 0.392611
360, 0.477427
380, 0.529900
400, 0.560364
450, 0.738940
500, 0.873019
