3, 0.000000
4, 0.000000
6, 0.000520
8, 0.000000
10, 0.000000
12, 0.000000
14, 0.000000
16, 0.000000
18, 0.000000
20, 0.000000
22, 0.000000
24, 0.000908
26, 0.000000
28, 0.000000
30, 0.000000
32, 0.000000
34, 0.000000
36, 0.000000
38, 0.000000
40, 0.000000
44, 0.000000
48, 0.000000
50, 0.001804
52, 0.000000
54, 0.000000
56, 0.002666
58, 0.000000
60, 0.002020
62, 0.000000
64, 0.000000
66, 0.000000
68, 0.000000
70, 0.000000
75, 0.000000
80, 0.000000
85, 0.005261
90, 0.005290
95, 0.006749
100, 0.007898
110, 0.011168
120, 0.010821
130, 0.013632
140, 0.011987
150, 0.015762
160, 0.021179
180, 0.037206
190, 0.043516
200, 0.043081
210, 0.042062
220, 0.045910
230, 0.052704
240, 0.060820
250, 0.058632
260, 0.057846
280, 0.085360
290, 0.087913
300, 0.084552
320, 0.110136
340, 0.116362
360, 0.139578
380, 0.174669
400, 0.186301
450, 0.219828
500, 0.265427
