3, 0.000119
4, 0.000114
6, 0.000281
8, 0.000443
10, 0.000637
12, 0.001162
14, 0.001427
16, 0.001860
18, 0.002360
20, 0.003120
22, 0.003600
24, 0.005048
26, 0.005541
28, 0.007166
30, 0.008363
32, 0.009212
34, 0.011521
36, 0.013580
38, 0.015280
40, 0.024715
44, 0.028904
48, 0.034058
50, 0.034994
52, 0.042008
54, 0.049747
56, 0.055131
58, 0.061002
60, 0.068014
62, 0.074938
64, 0.090675
66, 0.103973
68, 0.106940
70, 0.115446
75, 0.158476
80, 0.201792
85, 0.233013
90, 0.287292
95, 0.362431
100, 0.522247
110, 0.615364
120, 0.848496
130, 1.156944
140, 1.548450
150, 3.219258
160, 2.680194
180, 4.206215
190, 5.470254
200, 6.803309
210, 14.472378
220, 14.243894
230, 26.003830
240, 36.351892
250, 35.927204
260, 32.118203
280, 92.020698
290, 172.960313
