3, 0.003935
4, 0.002245
6, 0.000000
8, 0.000000
10, 0.000000
12, 0.003551
14, 0.000000
16, 0.000000
18, 0.000000
20, 0.002530
22, 0.000000
24, 0.003621
26, 0.003838
28, 0.000000
30, 0.004496
32, 0.000000
34, 0.004553
36, 0.003936
38, 0.000000
40, 0.003857
44, 0.000000
48, 0.004004
50, 0.004140
52, 0.004039
54, 0.012308
56, 0.000000
58, 0.003978
60, 0.008242
62, 0.004050
64, 0.011680
66, 0.011717
68, 0.000000
70, 0.008098
75, 0.012018
80, 0.007984
85, 0.003980
90, 0.007926
95, 0.016007
100, 0.004001
110, 0.004009
120, 0.011971
130, 0.015963
140, 0.007983
150, 0.023977
160, 0.047914
180, 0.023969
190, 0.047917
200, 0.039921
210, 0.047916
220, 0.055895
230, 0.063962
240, 0.043929
250, 0.043926
260, 0.079855
280, 0.063886
290, 0.067878
