3, 0.000377
4, 0.000464
6, 0.001059
8, 0.002708
10, 0.002226
12, 0.004581
14, 0.005866
16, 0.005316
18, 0.010950
20, 0.008486
22, 0.009774
24, 0.010357
26, 0.012411
28, 0.020170
30, 0.018454
32, 0.020107
34, 0.024703
36, 0.028914
38, 0.032403
40, 0.034362
44, 0.071497
48, 0.115590
50, 0.068051
52, 0.117362
54, 0.154996
56, 0.114107
58, 0.079163
60, 0.085523
62, 0.130240
64, 0.181766
66, 0.150950
68, 0.236373
70, 0.124244
75, 0.159218
80, 0.339144
85, 0.273309
90, 0.435012
95, 0.334187
100, 0.477969
110, 0.667993
120, 0.996222
130, 1.082504
140, 1.400078
150, 1.766297
160, 2.136419
180, 3.387534
190, 4.333026
200, 5.333181
210, 6.966355
220, 7.674485
230, 8.545613
240, 11.467955
250, 14.925955
260, 1.349276
280, 2.990802
290, 3.070665
300, 27.168868
320, 2.970215
340, 3.088218
360, 2.262660
380, 1.310803
400, 1.303256
450, 1.486967
500, 3.807862
