3, 0.000026
4, 0.000035
6, 0.000058
8, 0.000091
10, 0.000144
12, 0.000221
14, 0.000271
16, 0.000346
18, 0.000407
20, 0.000527
22, 0.000674
24, 0.000769
26, 0.000886
28, 0.001020
30, 0.001182
32, 0.001463
34, 0.001728
36, 0.001762
38, 0.001853
40, 0.001998
44, 0.002451
48, 0.002906
50, 0.003170
52, 0.003533
54, 0.003672
56, 0.003938
58, 0.004134
60, 0.004526
62, 0.005550
64, 0.005308
66, 0.005785
68, 0.005890
70, 0.006742
75, 0.007485
80, 0.008265
85, 0.009500
90, 0.010692
95, 0.011808
100, 0.014095
110, 0.016476
120, 0.027906
130, 0.023412
140, 0.044172
150, 0.038789
160, 0.038089
180, 0.059500
190, 0.052927
200, 0.059993
210, 0.072964
220, 0.079035
230, 0.078791
240, 0.088736
250, 0.099410
260, 0.107870
280, 0.122856
290, 0.138493
300, 0.148311
320, 0.160881
340, 0.198687
360, 0.205541
380, 0.234254
400, 0.257019
450, 0.326737
500, 0.434332
