3, 0.000586
4, 0.000589
6, 0.000000
8, 0.000593
10, 0.000607
12, 0.000632
14, 0.000589
16, 0.000603
18, 0.000657
20, 0.000693
22, 0.000704
24, 0.000000
26, 0.000849
28, 0.000806
30, 0.000844
32, 0.000883
34, 0.001683
36, 0.001132
38, 0.001124
40, 0.001106
44, 0.001324
48, 0.001743
50, 0.000000
52, 0.001752
54, 0.001701
56, 0.000000
58, 0.002115
60, 0.000000
62, 0.002065
64, 0.002351
66, 0.002502
68, 0.004154
70, 0.003325
75, 0.003284
80, 0.003723
85, 0.000000
90, 0.000000
95, 0.000000
100, 0.000000
110, 0.000000
120, 0.000000
130, 0.000000
140, 0.003995
150, 0.003940
160, 0.004235
180, 0.000000
190, 0.000000
200, 0.000000
210, 0.004206
220, 0.012520
230, 0.007529
240, 0.008109
250, 0.004188
260, 0.008263
280, 0.007760
290, 0.000000
300, 0.008052
320, 0.008158
340, 0.008025
360, 0.007975
380, 0.020310
400, 0.008100
450, 0.019984
500, 0.027731
