3, 0.001306
4, 0.001485
6, 0.002202
8, 0.004756
10, 0.005057
12, 0.007638
14, 0.008818
16, 0.008184
18, 0.011973
20, 0.013417
22, 0.015409
24, 0.007738
26, 0.018552
28, 0.022723
30, 0.026399
32, 0.024700
34, 0.025406
36, 0.036882
38, 0.027421
40, 0.031041
44, 0.076865
48, 0.119144
50, 0.072700
52, 0.109539
54, 0.164935
56, 0.106054
58, 0.059704
60, 0.064977
62, 0.124883
64, 0.171811
66, 0.145654
68, 0.229373
70, 0.114920
75, 0.136010
80, 0.326325
85, 0.225546
90, 0.345165
95, 0.238834
100, 0.407842
110, 0.598718
120, 0.743074
130, 0.697395
140, 0.934747
150, 1.109430
160, 1.155834
180, 1.594667
190, 2.652727
200, 2.452220
210, 2.443767
220, 2.718021
230, 2.832721
240, 3.832049
250, 4.427870
260, 0.625643
280, 0.752705
290, 0.648372
300, 28.570424
320, 0.665244
340, 0.745111
360, 0.719811
380, 0.531628
400, 0.602596
450, 0.575003
500, 0.707586
